"description","record_count","total_passengers","origin_airport_dot_id","origin_airport_iata","ORIGIN_CITY_NAME","ORIGIN_STATE_ABR","ORIGIN_WAC","airport_type","latitude","longitude","iso_country","municipality","iso_region","gps_code","local_code","continent","elevation_feet"
"Chub Cay, The Bahamas: Chub Cay Airport",1,1,10916,"CCZ","Chub Cay, The Bahamas","",204,"medium_airport",25.4171009063721,-77.8808975219727,"BS","","BS-NB","MYBC","","NA",5
"Ciudad Juarez, Mexico: Abraham Gonzalez International",139,1,11024,"CJS","Ciudad Juarez, Mexico","",148,"medium_airport",31.636100769043,-106.429000854492,"MX","Ciudad Juárez","MX-CHH","MMCS","","NA",3904
"Figari, France: Figari Sud Corse",1,1,11774,"FSC","Figari, France","",427,"medium_airport",41.5005989074707,9.09778022766113,"FR","Figari Sud-Corse","FR-H","LFKF","","EU",87
"Georgetown, SC: Georgetown County",2,1,11904,"GGE","Georgetown, SC","SC",37,"small_airport",33.3116989136,-79.3196029663,"US","Georgetown","US-SC","KGGE","GGE","NA",39
"Gaylord, MI: Gaylord Regional",50,1,11938,"GLR","Gaylord, MI","MI",43,"small_airport",45.0135002136,-84.7035980225,"US","Gaylord","US-MI","KGLR","GLR","NA",1328
"Genoa, Italy: Genova/Sestri",4,1,11954,"GOA","Genoa, Italy","",450,"large_airport",44.4132995605469,8.83749961853027,"IT","Genova","IT-42","LIMJ","","EU",13
"Kosice, Slovakia: Kosice International",1,1,12799,"KSC","Kosice, Slovakia","",483,"medium_airport",48.6631011962891,21.2411003112793,"SK","Košice","SK-KI","LZKZ","","EU",755
"Meadville, PA: Port Meadville",1,1,13242,"MEJ","Meadville, PA","PA",23,"small_airport",41.62649918,-80.21469879,"US","Meadville","US-PA","KGKJ","GKJ","NA",1399
"Murcia, Spain: San Javier",1,1,13337,"MJV","Murcia, Spain","",482,"medium_airport",37.7750015258789,-0.812389016151428,"ES","San Javier","ES-MU","LELC","","EU",11
"Ras Al Khaimah, United Arab Emirates: Ras Al Khaimah International",1,1,14544,"RKT","Ras Al Khaimah, United Arab Emirates","",678,"medium_airport",25.6135005950928,55.9388008117676,"AE","Ras Al Khaimah","AE-RK","OMRK","","AS",102
"Sonderborg, Denmark: Sonderborg Airport",2,1,14781,"SGD","Sonderborg, Denmark","",419,"medium_airport",54.9644012451172,9.79172992706299,"DK","Sønderborg","DK-83","EKSB","","EU",24
"Thessaloniki, Greece: Makedonia",1,1,14854,"SKG","Thessaloniki, Greece","",433,"large_airport",40.5196990966797,22.9708995819092,"GR","Thessaloniki","GR-54","LGTS","","EU",22
"Stavanger, Norway: Sola",2,1,15053,"SVG","Stavanger, Norway","",465,"large_airport",58.8767013549805,5.63778018951416,"NO","Stavanger","NO-11","ENZV","","EU",29
"Thule, Greenland: Thule Air Base",5,1,15202,"THU","Thule, Greenland","",975,"medium_airport",76.5311965942,-68.7032012939,"GL","Thule","GL-U-A","BGTL","","NA",251
"Valladolid, Spain: Valladolid Airport",1,1,15609,"VLL","Valladolid, Spain","",482,"medium_airport",41.7061004639,-4.85194015503,"ES","Valladolid","ES-CL","LEVD","","EU",2776
"Kattiniq, Canada: Kattiniq Donaldson",1,1,15996,"YAU","Kattiniq, Canada","QC",941,"small_airport",61.6622009277,-73.3214035034,"CA","Kattiniq","CA-QC","CTP9","CTP9","NA",1902
"Centralia, Canada: James T. Field Memorial",1,1,16518,"YCE","Centralia, Canada","ON",936,"medium_airport",43.2855987548828,-81.50830078125,"CA","Centralia","CA-ON","CYCE","","NA",824
"Adana, Turkey: Adana International",5,0,10159,"ADA","Adana, Turkey","",679,"large_airport",36.9822006226,35.2803993225,"TR","Adana","TR-01","LTAF","","AS",65
"Adelaide, Australia: Adelaide International",2,0,10166,"ADL","Adelaide, Australia","",802,"medium_airport",-34.9449996948242,138.531005859375,"AU","Adelaide","AU-SA","YPAD","","OC",20
"Al Dhafra, United Arab Emirates: Al Dhafra Air Base",1,0,10175,"DHF","Al Dhafra, United Arab Emirates","",678,"medium_airport",24.2481994629,54.5476989746,"AE","","AE-AZ","OMAM","","AS",77
"Ciudad del Este, Paraguay: Guarani International",6,0,10209,"AGT","Ciudad del Este, Paraguay","",365,"medium_airport",-25.4599990844727,-54.8400001525879,"PY","Ciudad del Este","PY-10","SGES","","SA",846
"Alicante, Spain: Alicante Airport",2,0,10258,"ALC","Alicante, Spain","",482,"large_airport",38.2821998596191,-0.55815601348877,"ES","Alicante","ES-V","LEAL","","EU",142
"Algiers, Algeria: Houari Boumediene",4,0,10261,"ALG","Algiers, Algeria","",500,"large_airport",36.6910018920898,3.21540999412537,"DZ","Algiers","DZ-35","DAAG","","AF",82
"Alton, IL: St. Louis Regional",2,0,10267,"ALN","Alton, IL","IL",41,"medium_airport",38.8903007507,-90.0459976196,"US","Alton/St Louis","US-IL","KALN","ALN","NA",544
"Durango, CO: Animas Air Park",6,0,10285,"AMK","Durango, CO","CO",82,"small_airport",37.2032012939,-107.869003296,"US","Durango","US-CO","K00C","00C","NA",6684
"Antofagasta, Chile: Cerro Moreno International",4,0,10302,"ANF","Antofagasta, Chile","",324,"medium_airport",-23.4444999694824,-70.4450988769531,"CL","Antofagasta","CL-AN","SCFA","","SA",455
"Andahuaylas, Peru: Andahuaylas Airport",1,0,10311,"ANS","Andahuaylas, Peru","",368,"small_airport",-13.7063999176025,-73.3504028320312,"PE","Andahuaylas","PE-APU","SPHY","","SA",11300
"Lima, OH: Lima Allen County",18,0,10317,"AOH","Lima, OH","OH",44,"small_airport",40.7069015503,-84.0267028809,"US","Lima","US-OH","KAOH","AOH","NA",975
"Aqaba, Jordan: Aqaba King Hussein International",2,0,10340,"AQJ","Aqaba, Jordan","",639,"medium_airport",29.6116008758545,35.0181007385254,"JO","Aqaba","JO-AQ","OJAQ","","AS",175
"Walnut Ridge, AR: Walnut Ridge Regional",2,0,10352,"ARG","Walnut Ridge, AR","AR",71,"small_airport",36.1246667,-90.9251111,"US","Walnut Ridge","US-AR","KARG","ARG","NA",279
"Minocqua/Woodruff, WI: Lakeland/Noble F. Lee Memorial Field",2,0,10363,"ARV","Minocqua/Woodruff, WI","WI",45,"small_airport",45.92789841,-89.73090363,"US","Minocqua-Woodruff","US-WI","KARV","ARV","NA",1629
"Talladega, AL: Talladega Municipal",35,0,10380,"ASN","Talladega, AL","AL",51,"small_airport",33.5699005127,-86.0509033203,"US","Talladega","US-AL","KASN","ASN","NA",529
"Ashland, WI: John F Kennedy Memorial",2,0,10388,"ASX","Ashland, WI","WI",45,"small_airport",46.54850006,-90.91899872,"US","Ashland","US-WI","KASX","ASX","NA",827
"Athens, OH: Ohio University Snyder Field",1,0,10400,"ATO","Athens, OH","OH",44,"small_airport",39.2109985352,-82.2313995361,"US","Athens/Albany","US-OH","KUNI","UNI","NA",766
"Artesia, NM: Artesia Municipal",1,0,10404,"ATS","Artesia, NM","NM",86,"small_airport",32.8525009155,-104.468002319,"US","Artesia","US-NM","KATS","ATS","NA",3541
"Aviano, Italy: Aviano AB",3,0,10428,"AVB","Aviano, Italy","",450,"medium_airport",46.0318984985352,12.5965003967285,"IT","Aviano","IT-36","LIPA","","EU",410
"Avalon, Australia: Avalon Airport",1,0,10435,"AVV","Avalon, Australia","",802,"medium_airport",-38.0393981934,144.468994141,"AU","Melbourne","AU-VIC","YMAV","","OC",35
"West Memphis, AR: West Memphis Municipal",3,0,10440,"AWM","West Memphis, AR","AR",71,"small_airport",35.1351013184,-90.2343978882,"US","West Memphis","US-AR","KAWM","AWM","NA",212
"Wapakoneta, OH: Neil Armstrong",6,0,10454,"AXV","Wapakoneta, OH","OH",44,"small_airport",40.49340057,-84.29889679,"US","Wapakoneta","US-OH","KAXV","AXV","NA",913
"Manama, Bahrain: Bahrain International",10,0,10480,"BAH","Manama, Bahrain","",605,"large_airport",26.2707996368408,50.6335983276367,"BH","Manama","BH-15","OBBI","","AS",6
"Benghazi, Libya: Benina International",1,0,10547,"BEN","Benghazi, Libya","",538,"medium_airport",32.0968017578,20.2695007324,"LY","Benghazi","LY-BA","HLLB","","AF",433
"Borger, TX: Hutchinson County",1,0,10572,"BGD","Borger, TX","TX",74,"small_airport",35.7009010315,-101.393997192,"US","Borger","US-TX","KBGD","BGD","NA",3055
"Big Spring, TX: Big Spring McMahon-Wrinkle",1,0,10582,"BGS","Big Spring, TX","TX",74,"small_airport",32.21260071,-101.5220032,"US","Big Spring","US-TX","KBPG","BPG","NA",2573
"Bergamo, Italy: Bergamo Orio Al Serio",1,0,10587,"BGY","Bergamo, Italy","",450,"large_airport",45.673900604248,9.70417022705078,"IT","Bergamo","IT-25","LIME","","EU",782
"Burgas, Bulgaria: Burgas Airport",1,0,10714,"BOJ","Burgas, Bulgaria","",411,"large_airport",42.5695991516113,27.5151996612549,"BG","Burgas","BG-02","LBBG","","EU",135
"Brookings, OR: Brookings Airport",4,0,10715,"BOK","Brookings, OR","OR",92,"small_airport",42.0746002197,-124.290000916,"US","Brookings","US-OR","BOK","BOK","NA",459
"Baler, Philippines: Baler Airport",2,0,10729,"BQA","Baler, Philippines","",766,"medium_airport",15.7298002243,121.5,"PH","Baler","PH-AUR","RPUR","","AS",108
"Bardstown, KY: Samuels Field",2,0,10756,"BRY","Bardstown, KY","KY",52,"small_airport",37.8143005371,-85.4996032715,"US","Bardstown","US-KY","KBRY","BRY","NA",669
"St. James, MI: Beaver Island",2,0,10812,"BVR","St. James, MI","MI",43,"small_airport",14.8643055556,-24.746,"CV","Brava Island","CV-S","GVBR","","AF",64
"Batesville, AR: Batesville Regional",5,0,10814,"BVX","Batesville, AR","AR",71,"small_airport",35.7262001,-91.64730072,"US","Batesville","US-AR","KBVX","BVX","NA",465
"Butterworth, Malaysia: Butterworth Airport",1,0,10820,"BWH","Butterworth, Malaysia","",749,"medium_airport",5.46591997146606,100.390998840332,"MY","Butterworth","MY-07","WMKB","","AS",11
"Bandar Seri Begawan, Brunei: Brunei International",1,0,10824,"BWN","Bandar Seri Begawan, Brunei","",704,"large_airport",4.94420003890991,114.928001403809,"BN","Bandar Seri Begawan","BN-BM","WBSB","","AS",73
"Blaine, WA: Blaine Municipal",3,0,10825,"BWS","Blaine, WA","WA",93,"closed",48.9901008606,-122.732002258,"US","Blaine","US-WA","4W6","4W6","NA",75
"Cap-Haitien, Haiti: Cap-Haitien International",2,0,10878,"CAP","Cap-Haitien, Haiti","",238,"medium_airport",19.7329998016357,-72.1947021484375,"HT","Cap Haitien","HT-ND","MTCH","","NA",10
"Cumberland, MD: Greater Cumberland Regional",59,0,10888,"CBE","Cumberland, MD","MD",35,"small_airport",39.615398407,-78.7609024048,"US","Cumberland","US-MD","KCBE","CBE","NA",775
"Ciudad Bolivar, Venezuela: Ciudad Bolivar Airport",1,0,10893,"CBL","Ciudad Bolivar, Venezuela","",388,"medium_airport",8.12216091156,-63.5369567871,"VE","","VE-F","SVCB","","SA",197
"Cayo Coco, Cuba: Jardines del Rey",1,0,10900,"CCC","Cayo Coco, Cuba","",219,"medium_airport",22.4610004425,-78.3283996582,"CU","Cayo Coco","CU-08","MUCC","","NA",13
"Lapu-Lapu City, Philippines: Mactan-Cebu International",1,0,10929,"CEB","Lapu-Lapu City, Philippines","",766,"large_airport",10.3074998855591,123.978996276855,"PH","Lapu-Lapu City","PH-CEB","RPVM","","AS",31
"Chania, Greece: Souda",2,0,10992,"CHQ","Chania, Greece","",433,"medium_airport",35.5317001342773,24.1497001647949,"GR","Souda","GR-94","LGSA","","EU",490
"Chateauroux, France: Chateauroux Airport",7,0,10993,"CHR","Chateauroux, France","",427,"medium_airport",46.8622016906738,1.73066997528076,"FR","Châteauroux/Déols","FR-F","LFLX","","EU",529
"Chiloquin, OR: Chiloquin State",7,0,10999,"CHZ","Chiloquin, OR","OR",92,"small_airport",42.579440493,-121.879062653,"US","Chiloquin","US-OR","K2S7","2S7","NA",4217
"Jeju, South Korea: Jeju International",2,0,11025,"CJU","Jeju, South Korea","",778,"large_airport",33.5112991333008,126.49299621582,"KR","Jeju City","KR-49","RKPC","","AS",118
"Chongqing, China: Jiangbei",1,0,11030,"CKG","Chongqing, China","",713,"large_airport",29.7192001342773,106.641998291016,"CN","Chongqing","CN-50","ZUCK","","AS",1365
"Coalinga, CA: New Coalinga Municipal",6,0,11044,"CLG","Coalinga, CA","CA",91,"closed",36.1580433385,-120.360116959,"US","","US-CA","","","NA",""
"Constanta, Romania: Rum Kogalniceanu",1,0,11080,"CND","Constanta, Romania","",473,"medium_airport",44.3622016906738,28.4883003234863,"RO","Constanţa","RO-CT","LRCK","","EU",353
"Cordoba, Argentina: Ambrosio L. V. Taravella",1,0,11108,"COR","Cordoba, Argentina","",303,"medium_airport",-31.323600769,-64.2080001831,"AR","Cordoba","AR-X","SACO","CBA","SA",1604
"Cape Sabine, AK: Cape Sabine Airport",1,0,11158,"CSU","Cape Sabine, AK","AK",1,"small_airport",-29.6840991973877,-52.4122009277344,"BR","Santa Cruz Do Sul","BR-RS","SSSC","SSSC","SA",646
"Chengdu, China: Shuangliu",1,0,11172,"CTU","Chengdu, China","",713,"large_airport",30.5785007476807,103.946998596191,"CN","Chengdu","CN-51","ZUUU","","AS",1625
"Ciudad Victoria, Mexico: General Pedro Jose Mendez International",1,0,11196,"CVM","Ciudad Victoria, Mexico","",148,"medium_airport",23.7033004761,-98.9564971924,"MX","Ciudad Victoria","MX-TAM","MMCV","","NA",761
"Curitiba, Brazil: Afonso Pena",6,0,11204,"CWB","Curitiba, Brazil","",316,"large_airport",-25.5284996033,-49.1758003235,"BR","Curitiba","BR-PR","SBCT","","SA",2988
"Roseau, Dominica: Canefield",43,0,11279,"DCF","Roseau, Dominica","",221,"medium_airport",15.3367004394531,-61.3922004699707,"DM","Canefield","DM-10","TDCF","","NA",13
"Decatur, AL: Pryor Field Regional",38,0,11282,"DCU","Decatur, AL","AL",51,"small_airport",34.6526985168,-86.9453964233,"US","Decatur","US-AL","KDCU","DCU","NA",592
"Douala, Cameroon: Douala Airport",1,0,11333,"DLA","Douala, Cameroon","",504,"medium_airport",4.0060801506,9.71947956085,"CM","Douala","CM-LT","FKKD","","AF",33
"Dos Lagunas, Guatemala: Dos Lagunas Airport",1,0,11373,"DON","Dos Lagunas, Guatemala","",127,"small_airport",17.6124000549,-89.6884002686,"GT","Dos Lagunas","GT-PE","MGDL","","NA",1057
"Darwin, Australia: Darwin International",2,0,11417,"DRW","Darwin, Australia","",802,"medium_airport",-12.4146995544434,130.876998901367,"AU","Darwin","AU-NT","YPDN","","OC",103
"Detroit Lakes, MN: Detroit Lakes-Wething Field",2,0,11427,"DTL","Detroit Lakes, MN","MN",63,"small_airport",46.82519913,-95.88569641,"US","Detroit Lakes","US-MN","KDTL","DTL","NA",1397
"Douglas, AZ: Bisbee Douglas International",1,0,11440,"DUG","Douglas, AZ","AZ",81,"medium_airport",31.4689998627,-109.603996277,"US","Douglas Bisbee","US-AZ","KDUG","DUG","NA",4154
"Entebbe/Kampala, Uganda: Entebbe International",1,0,11473,"EBB","Entebbe/Kampala, Uganda","",590,"medium_airport",0.0423859991133213,32.4435005187988,"UG","Kampala","UG-102","HUEN","","AF",3782
"Erdenet, Mongolia: Erdenet Airport",1,0,11581,"ERT","Erdenet, Mongolia","",751,"small_airport",48.9830555556,104.150555556,"MN","Erdenet","MN-035","","","AS",4200
"Ankara, Turkey: Esenboga",1,0,11586,"ESB","Ankara, Turkey","",679,"large_airport",40.1281013489,32.995098114,"TR","Ankara","TR-06","LTAC","","AS",3125
"Evenes, Norway: Evenes Airport",4,0,11607,"EVE","Evenes, Norway","",465,"medium_airport",68.4913024902344,16.6781005859375,"NO","Evenes","NO-18","ENEV","","EU",84
"Evreux, France: Evreux Fauville",4,0,11614,"EVX","Evreux, France","",427,"medium_airport",49.0287017822266,1.21985995769501,"FR","Évreux/Fauville","FR-Q","LFOE","","EU",464
"Newton, KS: Newton City County",2,0,11616,"EWK","Newton, KS","KS",62,"small_airport",38.0582008362,-97.2744979858,"US","Newton","US-KS","KEWK","EWK","NA",1533
"Colorado Springs, CO: Butts AAF",9,0,11652,"FCS","Colorado Springs, CO","CO",82,"medium_airport",38.67839813,-104.7570038,"US","Fort Carson","US-CO","KFCS","FCS","NA",5838
"Galesburg, IL: Galesburg Municipal",1,0,11858,"GBG","Galesburg, IL","IL",41,"small_airport",40.9379997253,-90.431098938,"US","Galesburg","US-IL","KGBG","GBG","NA",764
"Greeneville, TN: Municipal",4,0,11870,"GCY","Greeneville, TN","TN",54,"small_airport",36.19300079,-82.81510162,"US","Greeneville","US-TN","KGCY","GCY","NA",1608
"Magadan, Russia: Sokol",1,0,11881,"GDX","Magadan, Russia","",770,"medium_airport",59.9109992980957,150.720001220703,"RU","Magadan","RU-MAG","UHMM","","AS",574
"Goodland, KS: Renner Field",2,0,11929,"GLD","Goodland, KS","KS",62,"medium_airport",39.37060165,-101.6989975,"US","Goodland","US-KS","KGLD","GLD","NA",3656
"Glasgow, KY: Glasgow Municipal",4,0,11942,"GLW","Glasgow, KY","KY",52,"small_airport",37.03179932,-85.9536972,"US","Glasgow","US-KY","KGLW","GLW","NA",716
"Grand Rapids, MN: Grand Rapids/Itasca County-Gordon Newstrom Field",1,0,11974,"GPZ","Grand Rapids, MN","MN",63,"small_airport",47.21110153,-93.50980377,"US","Grand Rapids","US-MN","KGPZ","GPZ","NA",1355
"Tacoma, WA: Gray AAF",1,0,11979,"GRF","Tacoma, WA","WA",93,"medium_airport",47.07920074,-122.5810013,"US","Fort Lewis/Tacoma","US-WA","KGRF","GRF","NA",300
"Graz, Austria: Graz International",10,0,11991,"GRZ","Graz, Austria","",403,"medium_airport",46.9911003112793,15.4395999908447,"AT","Graz","AT-6","LOWG","","EU",1115
"Genting, Malaysia: Genting Airport",5,0,12001,"GTB","Genting, Malaysia","",749,"small_airport",2.11666703224182,111.699996948242,"MY","Genting","MY-13","","","AS",13
"Hat Yai, Thailand: Hat Yai International",2,0,12096,"HDY","Hat Yai, Thailand","",782,"medium_airport",6.93320989609,100.392997742,"TH","Hat Yai","TH-90","VTSS","","AS",90
"Inagua, The Bahamas: Inagua Airport",1,0,12293,"IGA","Inagua, The Bahamas","",204,"medium_airport",20.9750003814697,-73.6669006347656,"BS","Matthew Town","BS-IN","MYIG","","NA",8
"Yinchuan, China: Hedong",4,0,12338,"INC","Yinchuan, China","",713,"medium_airport",38.4818992614746,106.009002685547,"CN","Yinchuan","CN-64","ZLIC","","AS",""
"Jacmel, Haiti: Jacmel Airport",1,0,12446,"JAK","Jacmel, Haiti","",238,"medium_airport",18.2411003112793,-72.5185012817383,"HT","Jacmel","HT-SE","MTJA","","NA",167
"New York, NY: West 30th Street Heliport",24,0,12545,"JRA","New York, NY","NY",22,"heliport",40.7545013427734,-74.0071029663086,"US","New York","US-NY","JRA","JRA","NA",7
"Kapolei, HI: Kalaeloa",2,0,12549,"JRF","Kapolei, HI","HI",2,"medium_airport",21.30739975,-158.0700073,"US","Kapolei","US-HI","PHJR","JRF","NA",30
"Kariba, Zimbabwe: Kariba International",2,0,12607,"KAB","Kariba, Zimbabwe","",565,"medium_airport",-16.5198001861572,28.8850002288818,"ZW","Kariba","ZW-MW","FVKB","","AF",1706
"Kabul, Afghanistan: Kabul International",1,0,12625,"KBL","Kabul, Afghanistan","",701,"medium_airport",34.5658988952637,69.2123031616211,"AF","Kabul","AF-KAB","OAKB","","AS",5877
"Kandahar, Afghanistan: Kandahar Airport",3,0,12645,"KDH","Kandahar, Afghanistan","",701,"medium_airport",31.5058002471924,65.8478012084961,"AF","","AF-KAN","OAKN","","AS",3337
"Kaohsiung, Taiwan: Kaohsiung International",2,0,12680,"KHH","Kaohsiung, Taiwan","",781,"large_airport",22.5771007537842,120.349998474121,"TW","Kaohsiung City","TW-KHH","RCKH","","AS",31
"Krasnojarsk, Russia: Yemelyanovo",6,0,12701,"KJA","Krasnojarsk, Russia","",770,"large_airport",56.1729011535645,92.4933013916016,"RU","Krasnoyarsk","RU-KYA","UNKL","","AS",942
"Katowice, Poland: Pyrzowice",4,0,12824,"KTW","Katowice, Poland","",467,"large_airport",50.4743003845,19.0799999237,"PL","Katowice","PL-SL","EPKT","","EU",995
"Kaunas, Lithuania: Kaunas International",1,0,12834,"KUN","Kaunas, Lithuania","",452,"medium_airport",54.9639015197754,24.0848007202148,"LT","Kaunas","LT-KU","EYKA","","EU",256
"Gunsan, South Korea: Kunsan AB",6,0,12836,"KUV","Gunsan, South Korea","",778,"large_airport",35.9038009643555,126.615997314453,"KR","Kunsan","KR-45","RKJK","","AS",29
"Pulau Layang-Layang, Malaysia: Pulau Layang-Layang Airport",1,0,12875,"LAC","Pulau Layang-Layang, Malaysia","",749,"small_airport",7.37157011032,113.84400177,"CN","Spratley Islands","CN-U-A","","","AS",7
"Libreville, Gabon: Libreville Leon M'Ba",2,0,12908,"LBV","Libreville, Gabon","",526,"medium_airport",0.458600014448,9.4122800827,"GA","Libreville","GA-1","FOOL","","AF",39
"Lufkin, TX: Angelina County",1,0,12948,"LFK","Lufkin, TX","TX",74,"medium_airport",31.2339992523,-94.75,"US","Lufkin","US-TX","KLFK","LFK","NA",296
"Lahore, Pakistan: Allama Iqbal International",2,0,12969,"LHE","Lahore, Pakistan","",764,"medium_airport",31.5216007232666,74.4036026000977,"PK","Lahore","PK-PB","OPLA","","AS",712
"Lakenheath, United Kingdom: RAF Lakenheath",5,0,13010,"LKZ","Lakenheath, United Kingdom","",493,"large_airport",52.4093017578,0.56099998951,"GB","Lakenheath","GB-ENG","EGUL","","EU",32
"La Paz, Bolivia: El Alto International",1,0,13048,"LPB","La Paz, Bolivia","",312,"medium_airport",-16.5132999420166,-68.1922988891602,"BO","La Paz / El Alto","BO-L","SLLP","","SA",13355
"Las Piedras, Venezuela: Josefa Camejo",37,0,13081,"LSP","Las Piedras, Venezuela","",388,"medium_airport",11.7807750701904,-70.151496887207,"VE","Paraguaná","VE-I","SVJC","","SA",75
"Longyearbyen, Norway: Svalbard",1,0,13142,"LYR","Longyearbyen, Norway","",465,"medium_airport",78.2461013793945,15.4656000137329,"NO","Longyearbyen","NO-21","ENSB","","EU",88
"Chennai, India: Chennai International",1,0,13153,"MAA","Madras, India","",733,"large_airport",12.9900054931641,80.1692962646484,"IN","Chennai","IN-TN","VOMM","","AS",52
